pairID,image_link,sentence2,label
3403797144.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3403797144.jpg,A surfer catching a swell.,entailment
157613268.jpg#1r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/157613268.jpg,People are walking.,entailment
5843713244.jpg#2r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/5843713244.jpg,2 men dancing,contradiction
2809396455.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2809396455.jpg,A couple eating dinner.,contradiction
2708744743.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2708744743.jpg,Nobody is jumping,entailment
819526898.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/819526898.jpg,The worker wore a black shirt.,contradiction
819526898.jpg#2r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/819526898.jpg,A man dressed in orange is moving quickly.,entailment
2727062058.jpg#2r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2727062058.jpg,A coach is pointing off camera.,neutral
3182492939.jpg#0r3e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3182492939.jpg,"Four people are shown in a gritty basement setting, two of which are wearing t-shirts against poverty.",entailment
3827301652.jpg#0r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3827301652.jpg,The woman is wearing a purple coat.,contradiction
3497590041.jpg#0r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3497590041.jpg,The female athlete is sitting.,contradiction
2827549989.jpg#1r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2827549989.jpg,Two people jump off a boat.,entailment
157308126.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/157308126.jpg,Everyone in the picture can swim at least a little.,entailment
2197552440.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2197552440.jpg,Two people are playing tennis,entailment
4459396414.jpg#1r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4459396414.jpg,A limo making it's way down a clear city street in a run down neighborhood.,entailment
4459396414.jpg#4r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4459396414.jpg,A white Jeep runs off the road in the outback.,contradiction
1806088665.jpg#2r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1806088665.jpg,A young boy is outdoors.,entailment
3496410435.jpg#2r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3496410435.jpg,A man and women are riding a scooter.,contradiction
3734864.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3734864.jpg,The construction workers are getting ready to go home.,contradiction
249757010.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/249757010.jpg,A woman knits.,entailment
3450087996.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3450087996.jpg,There are at least two people at a cafe.,entailment
2231041390.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2231041390.jpg,A group of dogs are playing in a field.,contradiction
1151466868.jpg#2r2e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1151466868.jpg,A girl having fun by the shore.,entailment
3790208395.jpg#0r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3790208395.jpg,The elderly lady is dead in a coffin,contradiction
3431792018.jpg#4r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3431792018.jpg,Four young boys are inside holding guns.,contradiction
4829871518.jpg#2r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4829871518.jpg,The man is wearing a hat.,contradiction
6861028771.jpg#3r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/6861028771.jpg,Wagons being pulled,entailment
6861028771.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/6861028771.jpg,Newly fashioned wagons are great.,contradiction
3452982513.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3452982513.jpg,A man in blue is doing a snowboarding trick.,entailment
1403846093.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1403846093.jpg,She is a lizard person,contradiction
3186556417.jpg#4r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3186556417.jpg,A boy is sleeping.,contradiction
953941506.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/953941506.jpg,A cat walks on the beach.,contradiction
2676184321.jpg#2r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2676184321.jpg,A person looks at a mountain.,neutral
3933142540.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3933142540.jpg,A man is outside.,entailment
4826988059.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4826988059.jpg,A man in a bathing suit,entailment
3264337159.jpg#2r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3264337159.jpg,The dog is running in the summer sun.,contradiction
14220927.jpg#2r2c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/14220927.jpg,The man is at the bowling alley.,contradiction
14220927.jpg#4r5c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/14220927.jpg,A woman is looking outside.,contradiction
2765815424.jpg#0r4c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2765815424.jpg,A taxi turns down a busy road.,contradiction
2567962271.jpg#2r5c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2567962271.jpg,The truck is parked in the middle of the ocean.,contradiction
459538095.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/459538095.jpg,Two men are doing an activity.,entailment
1333788342.jpg#2r2e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1333788342.jpg,A boy is playing with a toy.,entailment
232193739.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/232193739.jpg,The man is sitting on the ground.,contradiction
224657109.jpg#2r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/224657109.jpg,The painters are wearing blue jumpsuits.,contradiction
4557307607.jpg#2r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4557307607.jpg,Students in a hallway.,contradiction
5942607581.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/5942607581.jpg,A guy in pants jumps from a high dive into a pool,entailment
477429473.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/477429473.jpg,One of the wrestlers was arrested for drugs.,neutral
233242340.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/233242340.jpg,The dog has only black hair.,contradiction
15859665.jpg#3r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/15859665.jpg,A kid is at a playground.,entailment
1673911365.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1673911365.jpg,A man gets ready to bungee jump.,contradiction
3086810882.jpg#0r4c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3086810882.jpg,The dog is indoors.,contradiction
4503699216.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4503699216.jpg,A woman is outside.,entailment
4132372244.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4132372244.jpg,A man is riding a bicycle,contradiction
112459543.jpg#0r3c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/112459543.jpg,The children are playing video games.,contradiction
1517682494.jpg#2r3e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1517682494.jpg,There are two people present.,entailment
3717267425.jpg#3r4c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3717267425.jpg,The people are planning a picnic.,contradiction
21954377.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/21954377.jpg,Person stings while playing a guitar.,neutral
1791491934.jpg#0r4c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1791491934.jpg,An asian man sets the timer on a hidden bomb.,contradiction
319750026.jpg#0r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/319750026.jpg,actors chatting on a set,neutral
416568642.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/416568642.jpg,A young girl and an adult are on the playground,contradiction
7638876050.jpg#1r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/7638876050.jpg,a guitarist is in the spotlight,entailment
4152834507.jpg#3r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4152834507.jpg,The lady in blue is sitting down.,entailment
5682364328.jpg#0r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/5682364328.jpg,A guy on ice skates playing hockey with some friends on a frozen lake.,contradiction
5682364328.jpg#2r3e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/5682364328.jpg,a man on a bike,entailment
4014210988.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4014210988.jpg,The men are not empty-handed.,entailment
2424111022.jpg#0r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2424111022.jpg,The small child was pushed down the hill by an otter.,contradiction
2148663218.jpg#3r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2148663218.jpg,Four people are sitting.,entailment
1313961775.jpg#0r4n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1313961775.jpg,The girl is looking over her life jacket to see if anyone is around.,neutral
4970590451.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4970590451.jpg,A man is driving a motorcycle.,entailment
3245460937.jpg#1r5n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3245460937.jpg,A boy prepares to hit a tennis ball over a net.,entailment
3245460937.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3245460937.jpg,A boy is exercising.,entailment
11551286.jpg#2r4n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/11551286.jpg,A baby is crying because he is hungry.,neutral
2970183443.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2970183443.jpg,The dog plays football with his owners.,entailment
2645724661.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2645724661.jpg,The woman is helping the child learn to read.,entailment
322563288.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/322563288.jpg,A girl in the woods behind her house.,neutral
405615014.jpg#2r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/405615014.jpg,A policeman is directing traffic around the accident scene.,neutral
392467282.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/392467282.jpg,The brown dogs are from the same litter.,entailment
4716376540.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4716376540.jpg,A woman wearing a helmet is pulling a motorcycle onto one wheel to do a trick.,entailment
2881378816.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2881378816.jpg,While sitting near a street the man is wearing a blue shirt eating a hotdog,contradiction
4764087782.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4764087782.jpg,A female wearing a yellow top walking down the sidewalk to work.,neutral
3199895624.jpg#2r2n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3199895624.jpg,A couple sitting and having a conversation about life.,neutral
269440642.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/269440642.jpg,Women are in a parade.,contradiction
4893545292.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4893545292.jpg,A woman looks at a bird outside.,contradiction
4978901111.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4978901111.jpg,A brothers teaches his younger sibling how to skate.,contradiction
4918525947.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4918525947.jpg,A lady is dressed as a Geisha for a play.,neutral
451547131.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/451547131.jpg,The man is returning home after a fun day of surfing.,neutral
451547131.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/451547131.jpg,The waves are not large enough for surfing at this time of day.,neutral
3734864.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3734864.jpg,A crane is lifting people,entailment
2382950929.jpg#2r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2382950929.jpg,A woman is sitting down,contradiction
7475756284.jpg#1r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/7475756284.jpg,A woman is upside down.,entailment
2721786210.jpg#3r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2721786210.jpg,A group of men are on a walk together.,entailment
40631955.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/40631955.jpg,People have gathered to get ready to gather later.,neutral
2063399864.jpg#2r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2063399864.jpg,Mother with her young boys fishing,contradiction
393043864.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/393043864.jpg,There is a fresh produce stand.,entailment
188576164.jpg#4r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/188576164.jpg,Two men talking,entailment
4631131293.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4631131293.jpg,Women are wearing matching outfits.,entailment
4950818767.jpg#0r2e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4950818767.jpg,A man stands near a building with his hand on his head.,entailment
2417623030.jpg#0r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2417623030.jpg,Four people pose for a picture.,entailment
1066831905.jpg#2r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1066831905.jpg,An older man is getting assistance to bend down and look at plants.,entailment
4633066958.jpg#1r1e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4633066958.jpg,Three children in a swimming pool.,entailment
1394276597.jpg#0r3e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1394276597.jpg,Women carry flags.,neutral
1234206849.jpg#4r2e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1234206849.jpg,"There are two woman in total, both wearing floral hats of some kind",entailment
1690926854.jpg#1r3e,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1690926854.jpg,The members were female.,entailment
226687996.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/226687996.jpg,A woman is planting apple trees in Kentucky wearing work clothing.,contradiction
2293149170.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2293149170.jpg,The child is operating a welder.,contradiction
4942199590.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4942199590.jpg,Two children play on the sidewalk.,contradiction
5171155099.jpg#0r4c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/5171155099.jpg,A man chases a run away horse through a crowd.,contradiction
459996676.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/459996676.jpg,There are four people,contradiction
3546720729.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3546720729.jpg,Two men watching a concert.,contradiction
2705922624.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2705922624.jpg,children are running away form each other,contradiction
2327240505.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2327240505.jpg,The boy is riding a bicycle.,contradiction
3163018251.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3163018251.jpg,A woman doesn't laugh,contradiction
3326249355.jpg#3r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3326249355.jpg,The people are walking inside the church.,contradiction
8034139464.jpg#0r4c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/8034139464.jpg,A crowd of surfers are watching a shark.,contradiction
2567962271.jpg#4r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2567962271.jpg,the truck is inside,contradiction
3976461042.jpg#2r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3976461042.jpg,A farmer in a stable feeding his horses.,contradiction
1313961775.jpg#1r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1313961775.jpg,a boy waits in a boat,contradiction
6848969811.jpg#4r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/6848969811.jpg,Some people are reading books in a chair.,contradiction
3335322101.jpg#4r1c,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3335322101.jpg,There are people eating worms.,contradiction
2842439618.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2842439618.jpg,Two surfers out surfing in the early morning.,neutral
4274214534.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4274214534.jpg,A young woman is ice skating with her german shepard.,contradiction
3595080592.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3595080592.jpg,Teachers helping students.,contradiction
2856524322.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2856524322.jpg,A man is trying to qualify for the finals of the BMX run.,neutral
2324804923.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2324804923.jpg,Deleon is speaking about sex.,neutral
7173939318.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/7173939318.jpg,people are starting and leaving a fishing boat tour,neutral
3201517121.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3201517121.jpg,Two soldiers fighting after an argument.,neutral
4494095559.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4494095559.jpg,A skateboarder is performing tricks.,neutral
2249682069.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2249682069.jpg,The man enjoys knitting.,neutral
345852737.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/345852737.jpg,A woman is pushing her cart to her car so her kids can load the groceries.,neutral
2874876837.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2874876837.jpg,Barry is enjoying his new trampoline,neutral
2515822745.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2515822745.jpg,The people are performing for an audience.,neutral
2363540508.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2363540508.jpg,A young girl is playing at the park.,neutral
536495604.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/536495604.jpg,The woman likes holding the baby.,neutral
2728607980.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2728607980.jpg,The people are waiting to watch a musical act perform.,neutral
6059154572.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/6059154572.jpg,A surfer jumps during a contest.,neutral
4565084634.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4565084634.jpg,A couple heads home after buying food for dinner.,neutral
1606988704.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1606988704.jpg,The children are siblings.,neutral
5732777684.jpg#0r5n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/5732777684.jpg,The view is of children walking to school in the morning.,neutral
7129695767.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/7129695767.jpg,The man is rappeling for the first time.,neutral
2700788458.jpg#3r5n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2700788458.jpg,The man and woman are in the wooded area looking for their dog.,neutral
6693881913.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/6693881913.jpg,Hockey players fight over a woman.,neutral
91875542.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/91875542.jpg,The elderly woman volunteers to use the antique cash register.,neutral
2167644298.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2167644298.jpg,A man all dressed up for dinner.,neutral
5896386113.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/5896386113.jpg,A tall woman hanging whites.,neutral
86112875.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/86112875.jpg,A mother and her sister work on a wooden swingset.,neutral
6870444330.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/6870444330.jpg,A man is singing for a crowd.,neutral
707941195.jpg#2r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/707941195.jpg,The animal is domesticated.,neutral
2255266906.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2255266906.jpg,A dove is in a tree that is dying.,neutral
2637510448.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2637510448.jpg,The child was skiing down the snowy slopes in Switzerland,neutral
4052515931.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4052515931.jpg,The man is flirting with the woman.,neutral
1157215900.jpg#0r4n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1157215900.jpg,The woman is selling bread.,neutral
4494095559.jpg#1r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4494095559.jpg,A man is zooming past a bench on a skateboard.,neutral
2786245676.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2786245676.jpg,A boy holding a new toy.,neutral
3079917032.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3079917032.jpg,The three women are all related.,neutral
2327240505.jpg#4r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/2327240505.jpg,A boy is fighting with a girl on a skateboard,neutral
76466808.jpg#2r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/76466808.jpg,Two men are about to get on a plane.,neutral
3090398639.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3090398639.jpg,The riders are on vacation.,neutral
4474749623.jpg#3r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4474749623.jpg,Two people are walking in the rain.,neutral
4925573161.jpg#0r3n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4925573161.jpg,A person is training for a bike race,neutral
312788070.jpg#0r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/312788070.jpg,The soccer player was waiting to play a game.,neutral
4439654945.jpg#0r2n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4439654945.jpg,Some children are learning how to play dead.,neutral
4851524954.jpg#2r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/4851524954.jpg,A woman is lost in thought as she waits for food to arrive.,neutral
1558753996.jpg#4r3n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/1558753996.jpg,The man is playing his favorite song.,neutral
492587970.jpg#2r1n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/492587970.jpg,The men are looking in mirrors.,neutral
3217187564.jpg#1r4n,https://raw.githubusercontent.com/virginie-do/flickr30k_images_dev_test/master/3217187564.jpg,One of the animals are about to win the race.,neutral
